Headline,Body ID,Stance,,,,,,
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,1844,discuss,,,,,,
"Analyst: Apple Watch Edition Could Cost $5,000",1447,discuss,,,,,,
Saudi cleric issues fatwa against building snowmen,1498,discuss,,,,,,
REPORT: Alleged New Audio of Michael Brown Shooting,2317,discuss,,,,,,
Tiger Woods serving secret PED suspension?,2330,discuss,,,,,,
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",777,discuss,,,,,,
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,2058,discuss,,,,,,
"Source: Pot in NYC may soon net just a ticket, not arrest",1920,discuss,,,,,,
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2191,discuss,,,,,,
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",858,discuss,,,,,,
ISIS Claims To Have Captured US Airdrop Weapons,2295,discuss,,,,,,
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2235,discuss,,,,,,
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1195,discuss,,,,,,
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",2476,discuss,,,,,,
CNN Posts Alleged Audio of Michael Brown Shooting,2250,discuss,,,,,,
Soldier shot in Ottawa at War Memorial,1457,discuss,,,,,,
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,908,discuss,,,,,,
Report: Fence jumper made it into East Room of White House,848,discuss,,,,,,
Militant Group Says It Killed American Journalist in Syria,933,discuss,,,,,,
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1356,discuss,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1157,discuss,,,,,,
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2434,discuss,,,,,,
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2047,discuss,,,,,,
BREAKING: ISIS Beheads American Journalist James Wright Foley,1116,discuss,,,,,,
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2287,discuss,,,,,,
Jordan’s King May Participate Personally In ISIS Raids,1644,discuss,,,,,,
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2138,discuss,,,,,,
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,542,discuss,,,,,,
Nigeria says it has deal with Boko Haram to release kidnapped girls,922,discuss,,,,,,
Islamic State militants claim to behead missing American journalist,2450,discuss,,,,,,
The Case of the Stolen Batmobile Has Been Solved,1538,discuss,,,,,,
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2149,discuss,,,,,,
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1249,discuss,,,,,,
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1681,discuss,,,,,,
WHO investigates media reports ISIS fighters contracted Ebola,2075,discuss,,,,,,
"So, There Might Be a Rat Infestation at Vogue",2498,discuss,,,,,,
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",2277,discuss,,,,,,
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1862,discuss,,,,,,
Jihadi John ‘identified as British man from West London’,1489,discuss,,,,,,
Mass grave found after 40 students disappear in Mexican protest,537,discuss,,,,,,
Luke Somers 'killed in failed rescue attempt in Yemen',2247,discuss,,,,,,
"Report: new 12-inch MacBook Air slims down, has single USB port",1730,discuss,,,,,,
Star Wars 7: JJ Abrams want to move release to summer 2015,1269,discuss,,,,,,
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",7,discuss,,,,,,
Report: Jose Canseco accidentally shot,1697,discuss,,,,,,
WTC rats scare off Anna Wintour,2072,discuss,,,,,,
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,2062,discuss,,,,,,
Mexico finds 4 more graves at site of suspected student massacre,1427,discuss,,,,,,
Mystery man slaps shoppers around head for sneezing,634,discuss,,,,,,
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1480,discuss,,,,,,
Purported ISIS claim: Jordan airstrike kills female US hostage,1293,discuss,,,,,,
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1426,discuss,,,,,,
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,2135,discuss,,,,,,
ISIS cracks down on five confirmed Ebola cases among fighters: official,1974,discuss,,,,,,
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1931,discuss,,,,,,
Audio of gunfire in Michael Brown case authenticated by app company,1715,discuss,,,,,,
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1330,discuss,,,,,,
Apple Watch mass production kicks off in January: Report,2401,discuss,,,,,,
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1821,discuss,,,,,,
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",715,discuss,,,,,,
"And finally: Apple Watch to launch 9 March with 100,000 apps",2090,discuss,,,,,,
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,938,discuss,,,,,,
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1679,discuss,,,,,,
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1679,discuss,,,,,,
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1446,discuss,,,,,,
Sugarhill Gang’s Big Bank Hank dead at 57,2340,discuss,,,,,,
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1361,discuss,,,,,,
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2060,discuss,,,,,,
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2191,discuss,,,,,,
Kim Jong-un: obese leader 'fractured both ankles',1854,discuss,,,,,,
Journalist James Wright Foley reportedly beheaded by ISIS,1966,discuss,,,,,,
Nicaraguan commission on possible meteorite crash presents rock samples,2475,discuss,,,,,,
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1340,discuss,,,,,,
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,1266,discuss,,,,,,
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2147,discuss,,,,,,
People On Twitter Think Macklemore Has Joined ISIS,1483,discuss,,,,,,
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",481,discuss,,,,,,
CNN Plays Alleged Recording of Michael Brown Shooting,1934,discuss,,,,,,
Report: Fence jumper made it into East Room of White House,1840,discuss,,,,,,
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",2277,discuss,,,,,,
NYC relaxes response to marijuana possession,2372,discuss,,,,,,
Apple 'working on 12-inch MacBook Air',1730,discuss,,,,,,
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,1575,discuss,,,,,,
Missing American journalist reportedly beheaded by Islamic State ,632,discuss,,,,,,
ISIS executioner 'Jihadi John' named by media,997,discuss,,,,,,
Man chops off own penis after being dumped by his girlfriend,1560,discuss,,,,,,
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1778,discuss,,,,,,
Sergeant-at-Arms stopped shooter on Parliament Hill,1356,discuss,,,,,,
Customer: I was fired for Comcast complaint,2238,discuss,,,,,,
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,992,discuss,,,,,,
The Case of the Stolen Batmobile Has Been Solved,1177,discuss,,,,,,
IPhone 6 users are tearing their hair out,2276,discuss,,,,,,
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2037,discuss,,,,,,
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,2511,discuss,,,,,,
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1619,discuss,,,,,,
Isis claims to behead US journalist,1679,discuss,,,,,,
US officials: Video shows American's execution,1016,discuss,,,,,,
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1179,discuss,,,,,,
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1790,discuss,,,,,,
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,226,discuss,,,,,,
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2155,discuss,,,,,,
New Rumour Suggests Apple Watch to Launch in February,2401,discuss,,,,,,
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,582,discuss,,,,,,
Audio recording allegedly captures moment Michael Brown was shot,1818,discuss,,,,,,
Rat problem worsens at One World Trade Center offices of Conde Nast,2106,discuss,,,,,,
"Audio captured at time of Michael Brown shooting, company says",1426,discuss,,,,,,
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2010,discuss,,,,,,
'Hairgate': iPhone hit by new social media storm,2088,discuss,,,,,,
ISIS Reportedly Beheads American Photojournalist in Iraq,1580,discuss,,,,,,
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2093,discuss,,,,,,
GCPD Solved Stolen Batmobile Case?,2135,discuss,,,,,,
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",2365,discuss,,,,,,
Predator Drone Reportedly Spotted Over ISIS Stronghold,2443,discuss,,,,,,
Nun who gave birth ‘had no idea’ she was pregnant,2479,discuss,,,,,,
IS Fighters Seize Weapons Cache Meant for Kurds,2509,discuss,,,,,,
The next Apple Watch could be platinum,2421,discuss,,,,,,
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2386,discuss,,,,,,
The iPhone 6 'Hairgate' Is Not a Thing,1769,discuss,,,,,,
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1267,discuss,,,,,,
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,891,discuss,,,,,,
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,718,discuss,,,,,,
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",2418,discuss,,,,,,
"In Kim Jong Un's absence, his sister may rule. Or not.",1836,discuss,,,,,,
Kim Jong-un 'Had Surgery on Fractured Ankles',1854,discuss,,,,,,
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1398,discuss,,,,,,
ISIS Militant “Jihadi John” Identified As Young West Londoner,1346,discuss,,,,,,
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1738,discuss,,,,,,
Pentagon: ISIS seized materials airdropped to Kurds,2509,discuss,,,,,,
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2129,discuss,,,,,,
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1002,discuss,,,,,,
Christian Bale in Talks to Play Steve Jobs (Exclusive),2455,discuss,,,,,,
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,2054,discuss,,,,,,
An audio recording of the Michael Brown shooting has reportedly surfaced,2287,discuss,,,,,,
ISIS Getting Ebola,1974,discuss,,,,,,
REPORT: The Batmobile Might Have Been Stolen In Detroit,1459,discuss,,,,,,
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1336,discuss,,,,,,
White House Fence Jumper Actually Made It Pretty Far Inside,843,discuss,,,,,,
"Meteorite makes big crater in Nicaragua, government says",1661,discuss,,,,,,
Conflicting reports on alleged IS capture of Canadian woman,1774,discuss,,,,,,
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,628,discuss,,,,,,
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,1136,discuss,,,,,,
Cheese addiction breaks Kim Jong-un's ankles,2417,discuss,,,,,,
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2003,discuss,,,,,,
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2345,discuss,,,,,,
Missing American journalist reportedly beheaded by Islamic State ,2524,discuss,,,,,,
Libya: Missing Libya Planes Spark Security Concerns,2010,discuss,,,,,,
CNN audio: Is this the moment Michael Brown was shot?,2235,discuss,,,,,,
It Begins: HazMat-Wearing Passenger Spotted At Airport,1955,discuss,,,,,,
Ferguson riots: audio may have captured Michael Brown shooting,721,discuss,,,,,,
Nigeria says it has deal with Boko Haram to release kidnapped girls,1430,discuss,,,,,,
"Gold Apple Watch Edition price? Speculators say at least $10,000",790,discuss,,,,,,
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",1458,discuss,,,,,,
American hostage killed in rescue attempt in Yemen - senior official,2318,discuss,,,,,,
US officials: Video shows American's execution,933,discuss,,,,,,
Nun gives birth to surprise baby after complaining of stomach pains,1307,discuss,,,,,,
Nigeria says ceasefire agreed with Boko Haram,1540,discuss,,,,,,
ISIS Appears To Behead American Photojournalist In YouTube Video,2096,discuss,,,,,,
WHO investigates media reports ISIS fighters contracted Ebola,938,discuss,,,,,,
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1262,discuss,,,,,,
Is the iPhone 6 Really Pulling Out Your Hair?,1769,discuss,,,,,,
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2147,discuss,,,,,,
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2295,discuss,,,,,,
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1584,discuss,,,,,,
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,1028,discuss,,,,,,
Media outlets identify 'Jihadi John',867,discuss,,,,,,
Nigeria Boko Haram blamed for raids despite truce claim,1681,discuss,,,,,,
GCPD Solved Stolen Batmobile Case?,1313,discuss,,,,,,
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1141,discuss,,,,,,
Shots Heard In Alleged Brown Shooting Recording [AUDIO],398,discuss,,,,,,
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2385,discuss,,,,,,
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2153,discuss,,,,,,
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1336,discuss,,,,,,
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1721,discuss,,,,,,
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1669,discuss,,,,,,
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2404,discuss,,,,,,
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1342,discuss,,,,,,
20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,1586,discuss,,,,,,
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,1079,discuss,,,,,,
"In Vogue vs Rats War, the Rats Are Winning",1149,discuss,,,,,,
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',567,discuss,,,,,,
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1934,discuss,,,,,,
